"No.","Origianl Protein Name","User-specified Protein Name","PDB ID","Test Compounds","Docking Scores (pKd/pKi)"
67,4O1V,4O1V,4O1V,73400,nan
68,4O1V,4O1V,4O1V,73599,nan
69,4O1V,4O1V,4O1V,74840,nan
70,4O1V,4O1V,4O1V,767,nan
71,4OEE,4OEE,4OEE,73351971,5.259
72,4OEE,4OEE,4OEE,73400,4.654
73,4OEE,4OEE,4OEE,73599,5.053
74,4OEE,4OEE,4OEE,74840,4.827
75,4OEE,4OEE,4OEE,767,4.631
76,4QBS,4QBS,4QBS,73351971,4.983
77,4QBS,4QBS,4QBS,73400,5.313
78,4QBS,4QBS,4QBS,73599,5.276
79,4QBS,4QBS,4QBS,74840,4.687
80,4QBS,4QBS,4QBS,767,4.616
81,4XDX,4XDX,4XDX,73351971,nan
82,4XDX,4XDX,4XDX,73400,nan
83,4XDX,4XDX,4XDX,73599,nan
84,4XDX,4XDX,4XDX,74840,nan
85,4XDX,4XDX,4XDX,767,nan
86,4ZIE,4ZIE,4ZIE,73351971,5.469
87,4ZIE,4ZIE,4ZIE,73400,4.159
88,4ZIE,4ZIE,4ZIE,73599,6.197
89,4ZIE,4ZIE,4ZIE,74840,4.713
90,4ZIE,4ZIE,4ZIE,767,4.598
91,5F19,5F19,5F19,73351971,6.453
92,5F19,5F19,5F19,73400,5.291
93,5F19,5F19,5F19,73599,8.363
94,5F19,5F19,5F19,74840,5.157
95,5F19,5F19,5F19,767,4.707
96,5HHE,5HHE,5HHE,73351971,nan
97,5HHE,5HHE,5HHE,73400,nan
98,5HHE,5HHE,5HHE,73599,nan
99,5HHE,5HHE,5HHE,74840,nan
100,5HHE,5HHE,5HHE,767,nan
101,5IRQ,5IRQ,5IRQ,73351971,6.488
102,5IRQ,5IRQ,5IRQ,73400,5.917
103,5IRQ,5IRQ,5IRQ,73599,8.346
104,5IRQ,5IRQ,5IRQ,74840,5.216
105,5IRQ,5IRQ,5IRQ,767,4.660
106,5JFW,5JFW,5JFW,73351971,6.560
107,5JFW,5JFW,5JFW,73400,5.795
108,5JFW,5JFW,5JFW,73599,8.391
109,5JFW,5JFW,5JFW,74840,5.115
110,5JFW,5JFW,5JFW,767,4.633
111,5L0R,5L0R,5L0R,73351971,6.430
112,5L0R,5L0R,5L0R,73400,5.173
113,5L0R,5L0R,5L0R,73599,8.498
114,5L0R,5L0R,5L0R,74840,5.112
115,5L0R,5L0R,5L0R,767,4.830
116,5NRR,5NRR,5NRR,73351971,nan
117,5NRR,5NRR,5NRR,73400,nan
118,5NRR,5NRR,5NRR,73599,nan
119,5NRR,5NRR,5NRR,74840,nan
120,5NRR,5NRR,5NRR,767,nan
121,6ESM,6ESM,6ESM,73351971,6.480
122,6ESM,6ESM,6ESM,73400,5.759
123,6ESM,6ESM,6ESM,73599,8.212
124,6ESM,6ESM,6ESM,74840,5.422
125,6ESM,6ESM,6ESM,767,4.641
126,ANXA2,ANXA2,2HYV,73351971,5.219
127,ANXA2,ANXA2,2HYV,73400,4.202
128,ANXA2,ANXA2,2HYV,73599,5.137
129,ANXA2,ANXA2,2HYV,74840,4.697
130,ANXA2,ANXA2,2HYV,767,4.600
131,B2MG,B2MG,3KYO,73351971,6.116
132,B2MG,B2MG,3KYO,73400,4.352
133,B2MG,B2MG,3KYO,73599,6.604
134,B2MG,B2MG,3KYO,74840,5.143
135,B2MG,B2MG,3KYO,767,4.632
136,BIRC5,BIRC5,2QFA,73351971,6.066
137,BIRC5,BIRC5,2QFA,73400,4.312
138,BIRC5,BIRC5,2QFA,73599,7.101
139,BIRC5,BIRC5,2QFA,74840,5.215
140,BIRC5,BIRC5,2QFA,767,4.625
141,CCL2,CCL2,1DOK,73351971,5.241
142,CCL2,CCL2,1DOK,73400,4.775
143,CCL2,CCL2,1DOK,73599,6.133
144,CCL2,CCL2,1DOK,74840,4.765
145,CCL2,CCL2,1DOK,767,4.616
146,CCND1,CCND1,2W96,73351971,6.241
147,CCND1,CCND1,2W96,73400,4.870
148,CCND1,CCND1,2W96,73599,7.454
149,CCND1,CCND1,2W96,74840,5.364
150,CCND1,CCND1,2W96,767,4.611
151,CD2A1,CD2A1,1BI7,73351971,nan
152,CD2A1,CD2A1,1BI7,73400,nan
153,CD2A1,CD2A1,1BI7,73599,nan
154,CD2A1,CD2A1,1BI7,74840,nan
155,CD2A1,CD2A1,1BI7,767,nan
156,COMT,COMT,3BWY,73351971,6.651
157,COMT,COMT,3BWY,73400,5.855
158,COMT,COMT,3BWY,73599,8.349
159,COMT,COMT,3BWY,74840,5.000
160,COMT,COMT,3BWY,767,4.578
161,E1A,E1A,2R7G,73351971,5.891
162,E1A,E1A,2R7G,73400,4.414
163,E1A,E1A,2R7G,73599,6.618
164,E1A,E1A,2R7G,74840,5.209
165,E1A,E1A,2R7G,767,4.607
166,ESR1,ESR1,3CBP,73351971,6.450
167,ESR1,ESR1,3CBP,73400,4.860
168,ESR1,ESR1,3CBP,73599,7.836
169,ESR1,ESR1,3CBP,74840,4.941
170,ESR1,ESR1,3CBP,767,4.417
171,FGF1,FGF1,1RG8,73351971,5.236
172,FGF1,FGF1,1RG8,73400,4.282
173,FGF1,FGF1,1RG8,73599,6.107
174,FGF1,FGF1,1RG8,74840,4.831
175,FGF1,FGF1,1RG8,767,4.656
176,GSTM1,GSTM1,1XW6,73351971,6.562
177,GSTM1,GSTM1,1XW6,73400,5.478
178,GSTM1,GSTM1,1XW6,73599,7.796
179,GSTM1,GSTM1,1XW6,74840,5.795
180,GSTM1,GSTM1,1XW6,767,4.609
181,IKBA,IKBA,1IKN,73351971,nan
182,IKBA,IKBA,1IKN,73400,nan
183,IKBA,IKBA,1IKN,73599,nan
184,IKBA,IKBA,1IKN,74840,nan
185,IKBA,IKBA,1IKN,767,nan
186,KI2L3,KI2L3,1B6U,73351971,nan
187,KI2L3,KI2L3,1B6U,73400,nan
188,KI2L3,KI2L3,1B6U,73599,nan
189,KI2L3,KI2L3,1B6U,74840,nan
190,KI2L3,KI2L3,1B6U,767,nan
191,MMP1,MMP1,1HFC,73351971,6.364
192,MMP1,MMP1,1HFC,73400,4.193
193,MMP1,MMP1,1HFC,73599,6.947
194,MMP1,MMP1,1HFC,74840,5.260
195,MMP1,MMP1,1HFC,767,4.575
196,MMP3,MMP3,1HY7,73351971,6.237
197,MMP3,MMP3,1HY7,73400,4.556
198,MMP3,MMP3,1HY7,73599,6.978
199,MMP3,MMP3,1HY7,74840,5.266
200,MMP3,MMP3,1HY7,767,4.598
201,NCAM1,NCAM1,2HAZ,73351971,5.247
202,NCAM1,NCAM1,2HAZ,73400,4.513
203,NCAM1,NCAM1,2HAZ,73599,4.936
204,NCAM1,NCAM1,2HAZ,74840,3.883
205,NCAM1,NCAM1,2HAZ,767,4.691
206,NFKB1,NFKB1,1SVC,73351971,nan
207,NFKB1,NFKB1,1SVC,73400,nan
208,NFKB1,NFKB1,1SVC,73599,nan
209,NFKB1,NFKB1,1SVC,74840,nan
210,NFKB1,NFKB1,1SVC,767,nan
211,NTF3,NTF3,1B8K,73351971,nan
212,NTF3,NTF3,1B8K,73400,nan
213,NTF3,NTF3,1B8K,73599,nan
214,NTF3,NTF3,1B8K,74840,nan
215,NTF3,NTF3,1B8K,767,nan
216,OSTP,OSTP,3CXD,73351971,4.827
217,OSTP,OSTP,3CXD,73400,4.974
218,OSTP,OSTP,3CXD,73599,4.894
219,OSTP,OSTP,3CXD,74840,3.740
220,OSTP,OSTP,3CXD,767,4.870
221,PAK1,PAK1,3FXZ,73351971,6.610
222,PAK1,PAK1,3FXZ,73400,4.921
223,PAK1,PAK1,3FXZ,73599,7.690
224,PAK1,PAK1,3FXZ,74840,5.458
225,PAK1,PAK1,3FXZ,767,4.653
226,PAK4,PAK4,2J0I,73351971,5.678
227,PAK4,PAK4,2J0I,73400,4.890
228,PAK4,PAK4,2J0I,73599,7.003
229,PAK4,PAK4,2J0I,74840,5.006
230,PAK4,PAK4,2J0I,767,4.627
231,PRGR,PRGR,1SQN,73351971,6.601
232,PRGR,PRGR,1SQN,73400,6.124
233,PRGR,PRGR,1SQN,73599,8.424
234,PRGR,PRGR,1SQN,74840,6.652
235,PRGR,PRGR,1SQN,767,4.323
236,TIMP2,TIMP2,1BR9,73351971,nan
237,TIMP2,TIMP2,1BR9,73400,nan
238,TIMP2,TIMP2,1BR9,73599,nan
239,TIMP2,TIMP2,1BR9,74840,nan
240,TIMP2,TIMP2,1BR9,767,nan
241,TLN1,TLN1,1MIZ,73351971,nan
242,TLN1,TLN1,1MIZ,73400,nan
243,TLN1,TLN1,1MIZ,73599,nan
244,TLN1,TLN1,1MIZ,74840,nan
245,TLN1,TLN1,1MIZ,767,nan
246,TLR4,TLR4,2Z62,73351971,4.801
247,TLR4,TLR4,2Z62,73400,4.782
248,TLR4,TLR4,2Z62,73599,4.905
249,TLR4,TLR4,2Z62,74840,4.283
250,TLR4,TLR4,2Z62,767,4.915
251,VEGFA,VEGFA,1MKK,73351971,nan
252,VEGFA,VEGFA,1MKK,73400,nan
253,VEGFA,VEGFA,1MKK,73599,nan
254,VEGFA,VEGFA,1MKK,74840,nan
255,VEGFA,VEGFA,1MKK,767,nan
