"No.","Origianl Protein Name","User-specified Protein Name","PDB ID","Test Compounds","Docking Scores (pKd/pKi)"
76,5NJJ,5NJJ,5NJJ,13939318,3.389
77,5NJJ,5NJJ,5NJJ,14157896,3.355
78,5NJJ,5NJJ,5NJJ,9852086,6.800
79,5NRR,5NRR,5NRR,13939318,nan
80,5NRR,5NRR,5NRR,14157896,nan
81,5NRR,5NRR,5NRR,9852086,nan
82,6ESM,6ESM,6ESM,13939318,3.925
83,6ESM,6ESM,6ESM,14157896,3.661
84,6ESM,6ESM,6ESM,9852086,8.213
85,B2MG,B2MG,3KYO,13939318,3.611
86,B2MG,B2MG,3KYO,14157896,3.626
87,B2MG,B2MG,3KYO,9852086,6.968
88,BIRC5,BIRC5,2QFA,13939318,3.524
89,BIRC5,BIRC5,2QFA,14157896,3.592
90,BIRC5,BIRC5,2QFA,9852086,7.750
91,CALM,CALM,3EWV,13939318,3.023
92,CALM,CALM,3EWV,14157896,2.787
93,CALM,CALM,3EWV,9852086,6.882
94,CCL2,CCL2,1DOK,13939318,3.132
95,CCL2,CCL2,1DOK,14157896,2.915
96,CCL2,CCL2,1DOK,9852086,6.320
97,CCND1,CCND1,2W96,13939318,3.761
98,CCND1,CCND1,2W96,14157896,3.669
99,CCND1,CCND1,2W96,9852086,7.947
100,CD2A1,CD2A1,1BI7,13939318,nan
101,CD2A1,CD2A1,1BI7,14157896,nan
102,CD2A1,CD2A1,1BI7,9852086,nan
103,COMT,COMT,3BWY,13939318,4.181
104,COMT,COMT,3BWY,14157896,4.004
105,COMT,COMT,3BWY,9852086,8.274
106,E1A,E1A,2R7G,13939318,3.572
107,E1A,E1A,2R7G,14157896,3.537
108,E1A,E1A,2R7G,9852086,6.996
109,ESR1,ESR1,3CBP,13939318,3.785
110,ESR1,ESR1,3CBP,14157896,3.634
111,ESR1,ESR1,3CBP,9852086,8.288
112,FGF1,FGF1,1RG8,13939318,3.172
113,FGF1,FGF1,1RG8,14157896,2.932
114,FGF1,FGF1,1RG8,9852086,6.399
115,GSTM1,GSTM1,1XW6,13939318,3.816
116,GSTM1,GSTM1,1XW6,14157896,3.629
117,GSTM1,GSTM1,1XW6,9852086,8.134
118,I10R1,I10R1,1Y6K,13939318,nan
119,I10R1,I10R1,1Y6K,14157896,nan
120,I10R1,I10R1,1Y6K,9852086,nan
121,I22R2,I22R2,3G9V,13939318,nan
122,I22R2,I22R2,3G9V,14157896,nan
123,I22R2,I22R2,3G9V,9852086,nan
124,IL6RA,IL6RA,1N26,13939318,2.590
125,IL6RA,IL6RA,1N26,14157896,2.347
126,IL6RA,IL6RA,1N26,9852086,5.196
127,LIFR,LIFR,3E0G,13939318,3.088
128,LIFR,LIFR,3E0G,14157896,3.061
129,LIFR,LIFR,3E0G,9852086,5.730
130,MMP1,MMP1,1HFC,13939318,3.671
131,MMP1,MMP1,1HFC,14157896,3.647
132,MMP1,MMP1,1HFC,9852086,7.912
133,MMP3,MMP3,1HY7,13939318,3.855
134,MMP3,MMP3,1HY7,14157896,3.764
135,MMP3,MMP3,1HY7,9852086,8.085
136,NCAM1,NCAM1,2HAZ,13939318,2.993
137,NCAM1,NCAM1,2HAZ,14157896,2.931
138,NCAM1,NCAM1,2HAZ,9852086,5.294
139,NFKB1,NFKB1,1SVC,13939318,nan
140,NFKB1,NFKB1,1SVC,14157896,nan
141,NFKB1,NFKB1,1SVC,9852086,nan
142,NGF,NGF,1WWW,13939318,nan
143,NGF,NGF,1WWW,14157896,nan
144,NGF,NGF,1WWW,9852086,nan
145,OSTP,OSTP,3CXD,13939318,2.740
146,OSTP,OSTP,3CXD,14157896,2.413
147,OSTP,OSTP,3CXD,9852086,5.243
148,PAK4,PAK4,2J0I,13939318,3.362
149,PAK4,PAK4,2J0I,14157896,3.383
150,PAK4,PAK4,2J0I,9852086,6.620
151,PARK7,PARK7,2RK3,13939318,nan
152,PARK7,PARK7,2RK3,14157896,nan
153,PARK7,PARK7,2RK3,9852086,nan
154,PRGR,PRGR,1SQN,13939318,4.405
155,PRGR,PRGR,1SQN,14157896,4.388
156,PRGR,PRGR,1SQN,9852086,8.234
157,TIMP2,TIMP2,1BR9,13939318,nan
158,TIMP2,TIMP2,1BR9,14157896,nan
159,TIMP2,TIMP2,1BR9,9852086,nan
160,TLN1,TLN1,1MIZ,13939318,nan
161,TLN1,TLN1,1MIZ,14157896,nan
162,TLN1,TLN1,1MIZ,9852086,nan
163,TLR4,TLR4,2Z62,13939318,2.555
164,TLR4,TLR4,2Z62,14157896,2.373
165,TLR4,TLR4,2Z62,9852086,5.211
166,VEGFA,VEGFA,1MKK,13939318,nan
167,VEGFA,VEGFA,1MKK,14157896,nan
168,VEGFA,VEGFA,1MKK,9852086,nan
